,Predict,Low,Up
759,417.5483990874214,414.9603220237155,420.1364761511273
760,415.8605472718153,413.23397335054455,418.487121193086
761,413.7627968054545,411.0982957326307,416.42729787827835
762,412.3142803847649,409.6123910419863,415.0161697275435
763,412.5842118279851,409.8454477275772,415.32297592839296
764,414.1158449801358,411.34069757348806,416.8909923867836
765,415.5464382328647,412.72142194148,418.37145452424943
766,416.7480957483203,413.87920277933756,419.616988717303
767,417.49370508959834,414.58216277311806,420.4052474060786
768,418.39782149107145,415.44479818508984,421.35084479705307
769,419.9520646297391,416.9583568086137,422.94577245086447
770,420.5542966247519,417.52056332856597,423.5880299209378
771,419.775844204267,416.70266035203366,422.84902805650034
772,418.088620005721,414.9765117075388,421.2007283039032
773,415.9916495746503,412.84111025415814,419.14218889514245
774,414.54367177566263,411.3551706761685,417.7321728751568
775,414.81350284657685,411.58748957947216,418.03951611368154
776,416.3445664705929,413.08147365990374,419.60765928128205
777,417.77462776623696,414.46194290977826,421.08731262269566
778,418.9758384529187,415.61903708193535,422.33263982390207
779,419.7211705440623,416.321351257491,423.1209898306336
780,420.62495075554966,417.18316583619577,424.06673567490355
781,422.17861595870164,418.69557802912266,425.6616538882806
782,422.7806240175426,419.25692214178986,426.30432589329536
783,422.00246105968415,418.43860946525064,425.56631265411767
784,420.3158642448228,416.71233469165753,423.9193937979881
785,418.2196735589909,414.5769100015592,421.8624371164226
786,416.77223418142205,413.0906604165948,420.4538079462493
787,417.04196491735314,413.3219885884244,420.7619412462819
788,418.57245922501,414.81447408082926,422.33044436919073
789,420.0019887613741,416.1942335276602,423.809743995088
790,421.2027527854325,417.35031839314524,425.05518717771974
791,421.9478077295354,418.0517016712022,425.8439137878686
792,422.85125187604706,418.91244352389447,426.79006022819965
793,424.4043393585851,420.42348224376525,428.38519647340496
794,425.0061235645235,420.9837575876155,429.02848954143144
795,424.2282499616566,420.1648467254707,428.29165319784255
796,422.54228029719127,418.4382732989891,426.64628729539345
797,420.44686906665487,416.30266730601653,424.5910708272932
798,418.9999679102962,414.8159629343863,423.18397288620616
799,419.2695983485531,415.04616788717385,423.4930288099323
800,420.7995235515474,416.53703352323924,425.06201357985555
801,422.22852152636284,417.9158176125873,426.54122544013836
802,423.42883905388663,419.0707098851951,427.7869682225782
803,424.1736169540042,419.7710012082708,428.57623269973766
804,425.0767251605039,420.63052914022927,429.5229211807785
805,426.62923513724974,422.14006796288146,431.118402311618
806,427.23079557352384,422.69916032209966,431.762430824948
807,426.45321121805375,421.87954760156146,431.02687483454605
808,424.7678684707825,420.1525813194219,429.3831556221431
809,422.67323640570606,418.0167084621953,427.3297643492168
810,421.2268732704234,416.5294717798251,425.92427476102176
811,421.4964034483012,416.75848352224943,426.2343233743529
812,423.025759758251,418.24766620061587,427.80385331588616
813,424.4542263691757,419.625311483911,429.28314125444035
814,425.6540975661917,420.7789030730191,430.5292920593643
815,426.398598525341,421.47800865278316,431.31918839789887
816,427.30137091674584,422.33624177515475,432.26650005833693
817,428.8533036024414,423.8442093382161,433.86239786666664
818,429.45464035225854,424.4020551380219,434.50722556649515
819,428.6773451366304,423.5816836841017,433.7730065891591
820,426.99262907343797,421.85427371905234,432.1309844278236
821,424.8987758840937,419.71808872623666,430.07946304195076
822,423.4529505698274,418.23027969670324,428.6756214429516
823,423.72238052460716,418.45806316835456,428.98669788085977
824,425.25116815305176,419.94553237898936,430.5568039271142
825,426.6791035976699,421.321934955271,432.0362722400688
826,427.8785286301434,422.47416137962506,433.2828958806618
827,428.6227527513032,423.172026524676,434.0734789779304
828,429.5251894524839,424.0289190498835,435.02145985508434
829,431.07654506179114,425.53527610087025,436.617814022712
830,431.6776582083277,426.09184135252787,437.2634750641276
831,430.90065202502666,425.2706816769587,436.5306223730946
832,429.2165624128846,423.54280262271726,434.890322203052
833,427.12348780965254,421.4062838641016,432.84069175520347
834,425.67820011641714,419.917884468402,431.4385157644323
835,425.9475298853663,420.14442513845285,431.75063463227974
836,427.47574904376626,421.63016953374324,433.3213285537893
837,428.9031535195887,423.0052622435436,434.80104479563386
838,430.1021325534232,424.15608565723335,436.04817944961303
839,430.8460799395339,424.85267954999534,436.8394803290725
840,431.74818107531485,425.7082071042606,437.78815504636907
841,433.298959822816,427.2129339750629,439.3849856705691
842,433.8998494492175,427.76820273146967,440.0314961669654
843,433.12313219076873,426.9462420419177,439.3000223396198
844,431.43966879673513,425.2178839825174,437.6614536109529
845,429.3473724901028,423.0810242234295,435.61372075677616
846,427.9026222179874,421.5920298362447,434.2132145997301
847,428.17185183835943,421.81732564666686,434.526378030052
848,429.6995027380968,423.30134550309316,436.0976599731004
849,431.126376442561,424.6750848429689,437.57766804215316
850,432.3249096435982,425.82448429826894,438.8253349889274
851,433.068580397562,426.51979123113676,439.61736956398727
852,433.970346092721,427.3739429500759,440.5667492353661
853,435.52054819291857,428.87703230015563,442.1640640856815
854,436.12121438229957,429.4309999465252,442.8114288180739
855,435.3447859412681,428.6082359147911,442.08133596774513
856,433.66194853248777,426.87939861950383,440.4444984454717
857,431.5704302330506,424.7421996018238,438.3986608642774
858,430.12621718221845,423.2526139244116,436.9998204400253
859,430.3953466912529,423.47667054496725,437.3140228375385
860,431.92242954363104,424.95897331377637,438.8858857734857
861,433.348772674101,426.3313315201179,440.3662138280841
862,434.54686020812096,427.4792970934002,441.61442332284173
863,435.2902544328019,428.1733111710057,442.40719769459804
864,436.1916848120704,429.0260849135482,443.3572847105926
865,437.741310479387,430.52753732753513,444.95508363123884
866,438.34175331483107,431.080206503425,445.6033001262371
867,437.5656135838221,430.25664347083574,444.87458369680843
868,435.8834019275262,428.527332853403,443.23947100164946
869,433.79266134598714,426.389801985125,441.19552070684927
870,432.3489853166759,424.8996339454352,439.7983366879166
871,432.6180147515986,425.1224618671023,440.1135676360949
872,434.1445297678424,426.6030594457062,441.6860000899786
873,435.5703425216087,427.97401949961494,443.1666655436025
874,436.76798455433,429.1205486040554,444.4154205046046
875,437.5111023525536,429.8132704151746,445.20893428993264
876,438.4121975406168,430.6646697557185,446.15972532551507
877,439.96124698939536,432.164490974445,447.7580030043457
878,440.5614665539553,432.7158690066783,448.4070641012323
879,439.78561542561374,431.8915155934476,447.6797152577799
880,438.1040292891203,430.1617414797565,446.04631709848417
881,436.0140661362898,428.02388974661636,444.0042425259632
882,434.57092692881145,426.5331515428059,442.608702314817
883,434.83985632683425,426.7547642426536,442.9249484110149
884,436.36580371809,428.2336712514786,444.49793618470136
885,437.7910862923698,429.6032236170021,445.97894896773755
886,438.98828298944926,430.7483186129427,447.22824736595584
887,439.7311244640031,431.43975307440485,448.0224958536013
888,440.6318845854996,432.28978535567785,448.9739838153214
889,442.1803580300034,433.7879844840349,450.5727315759719
890,442.7803544067011,434.33808172540654,451.2226270879957
891,442.00479177371193,433.5129492836978,450.49663426372604
892,440.32383092442535,431.7827239675614,448.8649378812893
893,438.2346449112214,429.6445645823534,446.8247252400894
894,436.7920423259621,428.15327041794296,445.4308142339812
895,437.0608717242832,428.3736831734087,445.7480602751576
896,438.5862517016186,429.850915843293,447.3215875599442
897,440.0110042935559,431.21905627642457,448.80295231068726
898,441.2077558205888,432.36272288208744,450.0527887590901
899,441.95032107422196,433.0528778068583,450.8477643415856
900,442.85074625374426,433.9015528492143,451.79993965827424
901,444.3986439081568,435.3981411695906,453.39914664672307
902,444.9984171799833,435.9469699000934,454.04986445987316
903,444.2231429350712,435.1210714919338,453.32521437820867
904,442.54280714048235,433.39040878192617,451.69520549903854
905,440.4543979779305,431.2519562941641,449.65683966169695
906,439.0123318153507,429.760121545425,448.2645420852764
907,439.2810612511543,429.9793506549745,448.58277184733413
908,440.80587402555875,431.4549260971191,450.1568219539984
909,442.2300968322241,432.82165413885656,451.6385395255916
910,443.426403354744,433.96390035079884,452.8889063586892
911,444.1686924901676,434.65278547776825,453.6845995025669
912,445.06878285226173,435.5001147073296,454.63745099719387
913,446.61610493068696,436.9951048798619,456.237104981512
914,447.2156551806023,437.5426785676107,456.8886317935939
915,446.44066921653217,436.71602827877496,456.1653101542894
916,444.76095824421833,434.9849428597222,454.53697362871446
917,442.6733256434516,432.8462125605543,452.50043872634893
918,441.23179570408587,431.3538532213571,451.10973818681464
919,441.5004252145424,431.5719154862192,451.4289349428656
920,443.02467099692666,433.04585120808156,453.00349078577176
921,444.4483642153174,434.41116912712687,454.4855593035079
922,445.6442258987965,435.55200447424255,455.73644732335043
923,446.3862390186832,436.23963080022486,456.5328472371416
924,447.285994687849,437.0856266512056,457.4863627244924
925,448.8327414043112,438.57903216735264,459.0864506412698
926,449.4320687152447,439.12536496519226,459.7387724652972
927,448.657370924821,438.29797743933466,459.01676441030736
928,446.97828454244603,436.5664844401751,457.390084644717
929,444.8914282147048,434.42749196102227,455.3553644683873
930,443.4504342991619,432.9346242697945,453.9662443285293
931,443.7189639214279,433.1515366470944,454.28639119576144
932,445.2426429226244,434.6238502297751,455.8614356154737
933,446.6658067496645,435.9877622680922,457.34385123123684
934,447.86122375951345,437.12719728893796,458.59525023008894
935,448.602960966498,437.8135766029509,459.39234533004515
936,449.5023820671888,438.6582521033829,460.34651203099475
937,451.04855363563274,440.1500869089242,461.9470203623413
938,451.6476580904829,440.69519330865745,462.6001228723083
939,450.8732483665501,439.8670834287355,461.87941330436473
940,449.19478634186413,438.1351981283811,460.25437455534717
941,447.10870599849613,435.99595916910204,458.22145282789023
942,445.66824790745903,434.50259935752376,456.8338964573943
943,445.9366776786774,434.71837872796203,457.1549766293928
944,447.4597901094401,436.1890876114799,458.7304926074003
945,448.8824247419805,437.5515994382001,460.2132500457609
946,450.0773972435483,438.6896453108125,461.4651491762841
947,450.8188586402272,439.37478986634017,462.2629274141142
948,451.7179452968502,440.2181583487485,463.2177322449519
949,453.26354193114094,441.70843658212476,464.8186472801571
950,453.86242361277533,442.25233117597895,465.4725160495717
951,453.0883018482177,441.42351384583066,464.7530898506048
952,451.4104639490573,439.69125147280914,463.1296764253055
953,449.3251593015177,437.55178161782857,461.09853698520686
954,447.8852368357434,436.05794574213996,459.71252792934683
955,448.1535667930431,436.2726087553391,460.03452483074716
956,449.6761128640477,437.74173009699473,461.61049563110066
957,451.098218498866,439.10284840831434,463.09358858941766
958,452.2927466574403,440.2395166859229,464.3459766289577
959,453.03393234637184,440.9234389688451,465.14442572389856
960,453.93268468328796,441.76551386737935,466.09985549919656
961,455.47770659721124,443.2542496777365,467.701163516686
962,456.07636558846673,443.7969469938464,468.35578418308705
963,455.30253167620845,442.967436988817,467.6376263635999
964,453.62531767049643,441.2348125854925,466.0158227555004
965,451.54078843034756,439.0951271804282,463.9864496802669
966,450.1014013906672,437.6008310094801,462.6019717718543
967,450.36963157116344,437.81439398260204,462.92486915972484
968,451.89161149300725,439.28194456539353,464.50127842062096
969,453.31318832680796,440.6416767884364,465.9846998651795
970,454.5072723076149,441.7769792097891,467.23756540544076
971,455.2481823913193,442.45969177356125,468.03667300907733
972,456.14660053284325,443.30048648173926,468.99271458394725
973,457.6910479401052,444.7876939027392,470.5944019774712
974,458.28948432378775,445.32920829232614,471.24976035524935
975,457.51593815679274,444.4990201580369,470.5328561555486
976,455.8393478125383,442.7660484897771,468.91264713529944
977,453.75559369144986,440.6261625600951,466.8850248228046
978,452.3167418787686,439.1314215027395,465.5020622547977
979,452.5848723195627,439.3439003559586,465.82584428316676
980,454.10628630276466,440.80989653154876,467.40267607398056
981,455.52733453217905,442.1682506033245,468.8864184610336
982,456.7209745003833,443.3021989562441,470.1397500445225
983,457.46160908134254,443.9837143049106,470.93950385777447
984,458.35969315174276,444.82324207632263,471.8961442271629
985,459.90356626597,446.30893493937685,473.4981975925632
986,460.5017801248549,446.84928050038144,474.1542797493284
987,459.72852159612694,446.01842848536495,473.4386147068889
988,458.0525546814254,444.285123981248,471.81998538160286
989,455.96957539117426,442.1450521803315,469.794098602017
990,454.53125860647134,440.6498812402714,468.4126359726713
991,454.7992893446509,440.86129145789585,468.73728723140596
992,456.3201375996518,442.3257491135499,470.3145260857537
993,457.7406574212381,443.68273331484176,471.79858152763444
994,458.933853541943,444.8153393381646,473.05236774572137
995,459.67421272260106,445.4956698437335,473.85275560146863
996,460.5719628460998,446.3339437234699,474.8099819687297
997,462.1152618808396,447.8181355990692,476.41238816261006
998,462.71325329767126,448.3573261256806,477.06918046966194
999,461.9402823002538,447.52582413799746,476.3547404625101
1000,460.2649385832869,445.7922008537788,474.737676312795
1001,458.182733835757,443.65195743168687,472.71351023982714
1002,456.7449518800856,442.156371181566,471.3335325786052
1003,457.0128829527244,442.36672779106107,471.6590381143877
1004,458.53316568988663,443.82966233324396,473.2366690465293
1005,459.95315730012993,445.1852851631252,474.7210294371347
1006,461.1459097383773,446.3165604765658,475.9752590001888
1007,461.88599362114013,446.99571832126605,476.7762689210142
1008,462.7834099219134,447.832751099474,477.7340687443528
1009,464.32613509063367,449.31545525866596,479.3368149226014
1010,464.92390414812576,449.85350420934503,479.9943040869065
1011,464.1512205751021,449.02136579025546,479.2810753599488
1012,462.47649982413765,447.287437387097,477.6655622611783
1013,460.39506933132026,445.14703617390495,475.64310248873556
1014,458.9578220058076,443.6510487428947,474.2645952687205
1015,459.22565344996565,443.8603663063969,474.5909405935344
1016,460.7453708795735,445.32179265593004,476.16894910321696
1017,462.16483447488594,446.67606273662807,477.6536062131438
1018,463.3571433956564,447.806018791114,478.9082680001988
1019,464.0969520828917,448.4840159277895,479.7098882379938
1020,464.9940346850694,449.31982010925043,480.66824926088833
1021,466.53618620115856,450.80104949962504,482.2713229026921
1022,467.133732981994,451.33796997837277,482.92949598561523
1023,466.3613367264872,450.5052082881583,482.2174651648161
1024,464.68723870987924,448.7709880225244,480.60348939723406
1025,462.6065821838726,446.63044242193337,478.58272194581184
1026,461.1698692897198,445.134067492761,477.20567108667865
1027,461.4376011424434,445.34236010727,477.53284217761677
1028,462.9567534747029,446.8022927024557,479.1112142469501
1029,464.3756892514234,448.15521870708386,480.59615979576296
1030,465.5675548196361,449.2838667501849,481.85124288908725
1031,466.30708841367357,449.9607148759709,482.65346195137624
1032,467.20383744133943,450.79530266131565,483.6123722213632
1033,468.7454155181066,452.27506989345704,485.21576114275615
1034,469.34274010493755,452.81087464057526,485.87460556929983
1035,468.57063106011043,451.9775024530074,485.16375966721347
1036,466.89715554629913,450.24300317444954,483.5513079181487
1037,464.81727269930855,448.10232616459353,481.53221923402356
1038,463.3810940377907,446.6055769771316,480.15661109844984
1039,463.6487263361122,446.81285828067354,480.48459439155084
1040,465.1673137811513,448.27131108584535,482.0633164764572
1041,466.58572193554596,449.6229016834986,483.54854218759334
1042,467.7771443160587,450.75025273603694,484.80403589608045
1043,468.5164029191901,451.42596327579275,485.6068425625875
1044,469.41281849638176,452.2593465511803,486.56629044158325
1045,470.95382334705675,453.7376638926649,488.1699828014486
1046,471.55092582250467,454.272365282302,488.8294863627073
1047,470.7791038815597,453.438394985237,488.11981277788243
1048,469.1062506390713,451.7036291397136,486.50887213842896
1049,467.02714118340907,449.56283327896244,484.4914490878557
1050,465.59149655587515,448.06572263831777,483.11727047343254
1051,465.8590293368132,448.2720058201496,483.4460528534768
1052,467.3770521046816,449.7289923378381,485.02511187152504
1053,468.7949328329434,451.0792561519613,486.5106095139255
1054,469.98591219055277,452.2053209929277,487.76650338817785
1055,470.7248959050317,452.8799050898455,488.5698867202179
1056,471.6209781557405,453.71209542278837,489.5298608886926
1057,473.16140999347374,455.188974797605,491.1338451893425
1058,473.7582904401294,455.72258484012247,491.7939960401363
1059,472.98675549630883,454.88802844039685,491.0854825522208
1060,471.31452429375565,453.15300807742864,489.47604051008267
1061,469.2361879418412,451.0121055136017,487.4602703700807
1062,467.801077149714,449.5146458012243,486.0875084982037
1063,468.06851045027355,449.7199436146964,486.4170772858507
1064,469.5859687509429,451.1754769001183,487.9964606017675
1065,471.003322249192,452.5244224770809,489.48222202130313
1066,472.1938587486333,453.6492116347294,490.73850586253724
1067,472.9325676766754,454.3226801462151,491.5424552071357
1068,473.82831672484673,455.1536887858528,492.50294466384065
1069,475.36817576270954,456.62914177769005,494.10720974772903
1070,475.96483426313284,457.16167212541626,494.7679964008494
1071,475.1935862097186,456.3265412567163,494.0606311627209
1072,473.521976815799,454.59127803914413,492.4526755924539
1073,471.44441328015847,452.45028052098866,490.4385460393283
1074,470.0098361249347,450.95248370773487,489.0671885421345
1075,470.2771699821069,451.1568084848204,489.3975314793934
1076,471.7940640254708,452.61090116176814,490.97722688917344
